,name,address,zip_code,distance,lat,lon
0,Starbucks,455 Bank St,K2P 1Y9,648,45.411853,-75.693169
1,Starbucks,340 Albert St,K1R 7Y6,963,45.418713,-75.702483
2,Starbucks,296 Bank St,K2P 1X8,702,45.415048,-75.695845
